file size (MB),benchmarks,latency,iteration,src_host,host_inner,host_outer,time_cp_start,time_cp_end,end_time,copy_time,convergence_time,
41,convergence,15,1,econome-9.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-24 18:15:07,2021-01-24 18:16:26,2021-01-24 18:16:28,79.170942,80.98358,
41,convergence,15,1,econome-9.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-24 18:15:07,2021-01-24 18:16:26,2021-01-24 18:16:28,79.170942,80.79193,
41,convergence,15,1,econome-9.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-24 18:15:07,2021-01-24 18:16:26,2021-01-24 18:16:34,79.170942,86.998308,
41,convergence,15,1,econome-9.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-24 18:15:07,2021-01-24 18:16:26,2021-01-24 18:16:35,79.170942,88.127001,
41,convergence,15,1,econome-9.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-24 18:15:07,2021-01-24 18:16:26,2021-01-24 18:16:37,79.170942,89.283122,
41,convergence,15,2,troll-2.grenoble.grid5000.fr,troll-3.grenoble.grid5000.fr,,2021-01-24 18:24:19,2021-01-24 18:25:46,2021-01-24 18:25:46,87.16339,87.197747,
41,convergence,15,2,troll-2.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-24 18:24:19,2021-01-24 18:25:46,2021-01-24 18:25:48,87.16339,89.260513,
41,convergence,15,2,troll-2.grenoble.grid5000.fr,,econome-6.nantes.grid5000.fr,2021-01-24 18:24:19,2021-01-24 18:25:46,2021-01-24 18:25:52,87.16339,92.908278,
41,convergence,15,2,troll-2.grenoble.grid5000.fr,,econome-8.nantes.grid5000.fr,2021-01-24 18:24:19,2021-01-24 18:25:46,2021-01-24 18:25:53,87.16339,93.941735,
41,convergence,15,2,troll-2.grenoble.grid5000.fr,,econome-9.nantes.grid5000.fr,2021-01-24 18:24:19,2021-01-24 18:25:46,2021-01-24 18:25:52,87.16339,92.966255,
41,convergence,15,3,econome-8.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-24 18:17:12,2021-01-24 18:18:04,2021-01-24 18:18:06,52.505113,53.879285,
41,convergence,15,3,econome-8.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-24 18:17:12,2021-01-24 18:18:04,2021-01-24 18:18:04,52.505113,52.52007,
41,convergence,15,3,econome-8.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-24 18:17:12,2021-01-24 18:18:04,2021-01-24 18:18:45,52.505113,93.008091,
41,convergence,15,3,econome-8.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-24 18:17:12,2021-01-24 18:18:04,2021-01-24 18:18:44,52.505113,92.79038,
41,convergence,15,3,econome-8.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-24 18:17:12,2021-01-24 18:18:04,2021-01-24 18:18:44,52.505113,91.837919,
41,convergence,15,4,troll-4.grenoble.grid5000.fr,troll-2.grenoble.grid5000.fr,,2021-01-24 18:26:39,2021-01-24 18:27:17,2021-01-24 18:27:17,37.88968,37.899406,
41,convergence,15,4,troll-4.grenoble.grid5000.fr,troll-3.grenoble.grid5000.fr,,2021-01-24 18:26:39,2021-01-24 18:27:17,2021-01-24 18:27:18,37.88968,38.851366,
41,convergence,15,4,troll-4.grenoble.grid5000.fr,,econome-6.nantes.grid5000.fr,2021-01-24 18:26:39,2021-01-24 18:27:17,2021-01-24 18:28:28,37.88968,108.485912,
41,convergence,15,4,troll-4.grenoble.grid5000.fr,,econome-8.nantes.grid5000.fr,2021-01-24 18:26:39,2021-01-24 18:27:17,2021-01-24 18:28:25,37.88968,105.827743,
41,convergence,15,4,troll-4.grenoble.grid5000.fr,,econome-9.nantes.grid5000.fr,2021-01-24 18:26:39,2021-01-24 18:27:17,2021-01-24 18:28:27,37.88968,107.144711,
41,convergence,15,5,econome-6.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-24 18:21:05,2021-01-24 18:23:08,2021-01-24 18:23:10,123.372221,125.621362,
41,convergence,15,5,econome-6.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-24 18:21:05,2021-01-24 18:23:08,2021-01-24 18:23:11,123.372221,126.408231,
41,convergence,15,5,econome-6.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-24 18:21:05,2021-01-24 18:23:08,2021-01-24 18:23:53,123.372221,167.897411,
41,convergence,15,5,econome-6.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-24 18:21:05,2021-01-24 18:23:08,2021-01-24 18:23:54,123.372221,169.005036,
41,convergence,15,5,econome-6.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-24 18:21:05,2021-01-24 18:23:08,2021-01-24 18:23:51,123.372221,165.741186,
41,convergence,15,6,troll-3.grenoble.grid5000.fr,troll-2.grenoble.grid5000.fr,,2021-01-24 18:43:27,2021-01-24 18:44:35,2021-01-24 18:44:36,68.308554,69.017062,
41,convergence,15,6,troll-3.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-24 18:43:27,2021-01-24 18:44:35,2021-01-24 18:44:36,68.308554,69.123781,
41,convergence,15,6,troll-3.grenoble.grid5000.fr,,econome-6.nantes.grid5000.fr,2021-01-24 18:43:27,2021-01-24 18:44:35,2021-01-24 18:46:26,68.308554,178.859712,
41,convergence,15,6,troll-3.grenoble.grid5000.fr,,econome-8.nantes.grid5000.fr,2021-01-24 18:43:27,2021-01-24 18:44:35,2021-01-24 18:46:25,68.308554,177.645966,
41,convergence,15,6,troll-3.grenoble.grid5000.fr,,econome-9.nantes.grid5000.fr,2021-01-24 18:43:27,2021-01-24 18:44:35,2021-01-24 18:46:24,68.308554,177.443163,
41,convergence,15,7,econome-9.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-24 18:49:46,2021-01-24 18:50:51,2021-01-24 18:50:53,64.17964,66.593395,
41,convergence,15,7,econome-9.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-24 18:49:46,2021-01-24 18:50:51,2021-01-24 18:50:51,64.17964,64.704211,
41,convergence,15,7,econome-9.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-24 18:49:46,2021-01-24 18:50:51,2021-01-24 18:51:17,64.17964,90.907692,
41,convergence,15,7,econome-9.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-24 18:49:46,2021-01-24 18:50:51,2021-01-24 18:51:17,64.17964,90.182902,
41,convergence,15,7,econome-9.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-24 18:49:46,2021-01-24 18:50:51,2021-01-24 18:51:19,64.17964,92.271527,
41,convergence,15,8,troll-2.grenoble.grid5000.fr,troll-3.grenoble.grid5000.fr,,2021-01-24 18:51:46,2021-01-24 18:52:42,2021-01-24 18:52:43,56.40695,56.760468,
41,convergence,15,8,troll-2.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-24 18:51:46,2021-01-24 18:52:42,2021-01-24 18:52:44,56.40695,57.725437,
41,convergence,15,8,troll-2.grenoble.grid5000.fr,,econome-6.nantes.grid5000.fr,2021-01-24 18:51:46,2021-01-24 18:52:42,2021-01-24 18:56:47,56.40695,300.940736,
41,convergence,15,8,troll-2.grenoble.grid5000.fr,,econome-8.nantes.grid5000.fr,2021-01-24 18:51:46,2021-01-24 18:52:42,2021-01-24 18:56:45,56.40695,298.883701,
41,convergence,15,8,troll-2.grenoble.grid5000.fr,,econome-9.nantes.grid5000.fr,2021-01-24 18:51:46,2021-01-24 18:52:42,2021-01-24 18:56:43,56.40695,296.995423,
41,convergence,15,9,econome-8.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-24 18:39:32,2021-01-24 18:40:28,2021-01-24 18:40:29,56.496536,57.253675,
41,convergence,15,9,econome-8.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-24 18:39:32,2021-01-24 18:40:28,2021-01-24 18:40:29,56.496536,57.222139,
41,convergence,15,9,econome-8.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-24 18:39:32,2021-01-24 18:40:28,2021-01-24 18:40:38,56.496536,65.947593,
41,convergence,15,9,econome-8.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-24 18:39:32,2021-01-24 18:40:28,2021-01-24 18:40:39,56.496536,67.306604,
41,convergence,15,9,econome-8.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-24 18:39:32,2021-01-24 18:40:28,2021-01-24 18:40:38,56.496536,65.999523,
41,convergence,15,10,econome-8.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-24 18:47:02,2021-01-24 18:49:07,2021-01-24 18:49:09,125.546588,127.060105,
41,convergence,15,10,econome-8.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-24 18:47:02,2021-01-24 18:49:07,2021-01-24 18:49:08,125.546588,125.905113,
41,convergence,15,10,econome-8.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-24 18:47:02,2021-01-24 18:49:07,2021-01-24 18:49:16,125.546588,134.132215,
41,convergence,15,10,econome-8.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-24 18:47:02,2021-01-24 18:49:07,2021-01-24 18:49:17,125.546588,135.548026,
